场地,星期,时间段,状态
正心1008,星期一,"3,4",空闲
正心1008,星期一,"7,8",空闲
正心1008,星期三,"11,12",空闲
正心1008,星期三,"7,8",空闲
正心1008,星期三,"9,10",空闲
正心1008,星期二,"11,12",空闲
正心1008,星期二,"3,4",空闲
正心1008,星期二,"5,6",空闲
正心1008,星期二,"7,8",空闲
正心1008,星期二,"9,10",空闲
正心1008,星期五,"1,2",空闲
正心1008,星期五,"5,6",空闲
正心1008,星期五,"7,8",空闲
正心1008,星期四,"1,2",空闲
正心1008,星期四,"11,12",空闲
正心1008,星期四,"3,4",空闲
正心1008,星期四,"7,8",空闲
正心1008,星期四,"9,10",空闲
正心1010,星期一,"1,2",空闲
正心1010,星期一,"11,12",空闲
正心1010,星期一,"7,8",空闲
正心1010,星期一,"9,10",空闲
正心1010,星期三,"1,2",空闲
正心1010,星期三,"11,12",空闲
正心1010,星期三,"7,8",空闲
正心1010,星期三,"9,10",空闲
正心1010,星期二,"1,2",空闲
正心1010,星期二,"11,12",空闲
正心1010,星期二,"3,4",空闲
正心1010,星期二,"7,8",空闲
正心1010,星期二,"9,10",空闲
正心1010,星期五,"1,2",空闲
正心1010,星期五,"3,4",空闲
正心1010,星期四,"1,2",空闲
正心1010,星期四,"11,12",空闲
正心1010,星期四,"5,6",空闲
正心1010,星期四,"7,8",空闲
正心1010,星期四,"9,10",空闲
正心1013,星期一,"1,2",空闲
正心1013,星期一,"11,12",空闲
正心1013,星期一,"5,6",空闲
正心1013,星期一,"7,8",空闲
正心1013,星期一,"9,10",空闲
正心1013,星期三,"1,2",空闲
正心1013,星期三,"11,12",空闲
正心1013,星期三,"5,6",空闲
正心1013,星期三,"7,8",空闲
正心1013,星期三,"9,10",空闲
正心1013,星期二,"1,2",空闲
正心1013,星期二,"11,12",空闲
正心1013,星期二,"3,4",空闲
正心1013,星期二,"5,6",空闲
正心1013,星期二,"9,10",空闲
正心1013,星期五,"1,2",空闲
正心1013,星期五,"3,4",空闲
正心1013,星期五,"5,6",空闲
正心1013,星期五,"7,8",空闲
正心1013,星期四,"1,2",空闲
正心1013,星期四,"11,12",空闲
正心1013,星期四,"3,4",空闲
正心1013,星期四,"7,8",空闲
正心1013,星期四,"9,10",空闲
正心1014,星期一,"1,2",空闲
正心1014,星期一,"11,12",空闲
正心1014,星期一,"5,6",空闲
正心1014,星期一,"7,8",空闲
正心1014,星期一,"9,10",空闲
正心1014,星期三,"1,2",空闲
正心1014,星期三,"11,12",空闲
正心1014,星期三,"5,6",空闲
正心1014,星期三,"7,8",空闲
正心1014,星期三,"9,10",空闲
正心1014,星期二,"1,2",空闲
正心1014,星期二,"11,12",空闲
正心1014,星期二,"5,6",空闲
正心1014,星期二,"7,8",空闲
正心1014,星期二,"9,10",空闲
正心1014,星期五,"1,2",空闲
正心1014,星期五,"5,6",空闲
正心1014,星期五,"7,8",空闲
正心1014,星期四,"1,2",空闲
正心1014,星期四,"11,12",空闲
正心1014,星期四,"3,4",空闲
正心1014,星期四,"5,6",空闲
正心1014,星期四,"7,8",空闲
